N,P,K,temperature,humidity,ph,rainfall,label
22.0,97.0,15.0,19.29,64.08,5.73,60.43,lentil
46.0,73.0,25.0,27.64,60.46,7.2,100.98,blackgram
26.0,18.0,37.0,29.99,97.35,7.33,176.55,coconut
19.0,89.0,22.0,15.84,60.52,6.01,33.34,lentil
28.0,84.0,71.0,17.07,18.13,5.51,50.38,chickpea
17.0,17.0,16.0,26.51,48.49,5.95,149.56,mango
82.0,41.0,54.0,27.3,76.14,6.23,233.99,jute
95.0,15.0,49.0,28.04,87.89,6.22,65.42,watermelon
25.0,25.0,17.0,10.54,82.83,6.77,79.79,grapes
46.0,98.0,95.0,22.66,20.31,6.63,63.01,chickpea
18.0,52.0,25.0,24.57,50.62,5.37,99.81,mothbeans
14.0,95.0,23.0,19.48,69.81,6.2,50.35,lentil
16.0,19.0,16.0,13.58,96.89,6.01,119.33,orange
115.0,9.0,48.0,27.43,87.49,6.38,48.63,muskmelon
102.0,16.0,50.0,27.01,86.24,6.35,24.81,muskmelon
122.0,51.0,21.0,24.56,84.42,7.33,74.21,cotton
19.0,21.0,21.0,20.19,97.04,6.51,146.48,pomegranate
28.0,54.0,18.0,25.07,56.53,3.75,59.95,mothbeans
30.0,52.0,22.0,26.84,53.83,5.82,85.77,mothbeans
93.0,38.0,34.0,25.57,86.29,6.82,260.26,rice
19.0,22.0,24.0,18.57,81.14,7.28,72.75,grapes
25.0,21.0,37.0,25.78,90.12,7.07,87.29,coconut
10.0,127.0,199.0,22.54,94.13,5.61,110.45,apple
20.0,14.0,15.0,31.41,53.03,5.01,172.76,mango
104.0,17.0,48.0,27.67,94.85,6.91,21.01,muskmelon
72.0,54.0,58.0,24.7,87.23,7.19,181.55,jute
25.0,48.0,30.0,26.4,84.15,6.58,117.28,mungbean
1.0,144.0,201.0,23.44,92.12,6.85,114.5,apple
17.0,21.0,24.0,18.88,97.71,7.39,188.46,pomegranate
24.0,52.0,27.0,25.91,49.24,5.27,63.04,mothbeans
120.0,48.0,21.0,24.46,82.94,7.89,113.47,cotton
91.0,49.0,31.0,18.57,60.64,6.02,74.7,maize
126.0,44.0,22.0,23.28,81.1,7.38,82.13,cotton
26.0,72.0,72.0,23.71,19.38,6.85,62.52,chickpea
112.0,11.0,49.0,26.99,87.33,6.66,41.25,watermelon
24.0,88.0,24.0,21.94,18.47,5.69,174.63,pigeonpeas
21.0,43.0,19.0,29.01,86.42,6.65,174.65,mungbean
26.0,52.0,16.0,27.82,88.49,7.11,163.81,mungbean
85.0,45.0,58.0,29.53,83.32,6.55,155.94,jute
68.0,41.0,51.0,30.01,73.91,6.55,151.66,jute
39.0,62.0,66.0,17.77,21.77,6.06,74.1,chickpea
15.0,18.0,23.0,21.32,92.51,6.07,129.8,pomegranate
24.0,13.0,20.0,27.32,48.49,6.89,126.39,mango
42.0,73.0,21.0,29.36,62.82,6.56,125.23,blackgram
44.0,88.0,88.0,18.75,15.33,6.23,57.13,chickpea
93.0,31.0,48.0,21.84,81.21,5.62,254.44,rice
51.0,56.0,48.0,34.35,94.44,7.46,159.55,papaya
43.0,58.0,29.0,25.03,66.38,5.62,156.13,blackgram
25.0,49.0,19.0,26.25,51.11,4.32,50.98,mothbeans
18.0,46.0,27.0,31.34,91.75,6.5,188.13,mungbean
20.0,19.0,30.0,25.11,91.7,6.61,135.2,coconut
25.0,88.0,25.0,20.84,16.5,6.6,168.91,pigeonpeas
25.0,57.0,19.0,25.55,85.56,7.17,155.07,mungbean
55.0,58.0,51.0,37.75,92.19,7.2,161.85,papaya
99.0,32.0,34.0,24.18,57.63,6.7,247.7,coffee
118.0,41.0,16.0,23.05,84.13,6.7,88.11,cotton
19.0,17.0,16.0,10.51,80.62,7.33,67.81,grapes
67.0,59.0,53.0,26.38,88.59,7.11,178.46,jute
14.0,87.0,15.0,16.3,63.09,5.73,74.36,lentil
102.0,17.0,46.0,29.88,88.16,6.18,60.37,watermelon
62.0,48.0,50.0,20.13,85.12,5.84,246.78,rice
65.0,58.0,45.0,31.76,81.95,6.36,199.71,jute
112.0,16.0,50.0,29.29,93.97,6.29,28.72,muskmelon
9.0,129.0,204.0,22.25,93.75,6.32,111.46,apple
21.0,17.0,13.0,13.29,93.46,7.02,109.02,orange
27.0,55.0,20.0,25.21,49.85,4.82,87.82,mothbeans
121.0,51.0,20.0,29.17,75.4,7.83,71.78,cotton
29.0,51.0,21.0,27.94,87.62,6.21,107.85,mungbean
26.0,23.0,38.0,25.76,93.98,6.74,116.16,coconut
97.0,32.0,32.0,27.97,65.4,6.69,201.48,coffee
41.0,87.0,72.0,22.74,20.18,6.39,98.8,chickpea
23.0,18.0,11.0,14.53,92.88,6.09,112.01,orange
26.0,23.0,35.0,29.99,92.08,7.21,143.93,coconut
24.0,16.0,11.0,14.79,90.67,6.97,119.44,orange
17.0,143.0,204.0,22.02,91.49,5.85,124.9,apple
27.0,40.0,26.0,29.99,85.66,6.27,175.49,mungbean
18.0,17.0,29.0,25.05,92.45,6.18,105.13,coconut
107.0,32.0,33.0,23.91,59.57,6.45,186.48,coffee
13.0,108.0,30.0,17.08,63.38,7.12,61.31,lentil
23.0,18.0,20.0,20.23,80.26,7.28,69.38,grapes
17.0,51.0,23.0,26.01,86.42,6.63,152.18,mungbean
11.0,123.0,15.0,21.15,19.84,5.56,129.42,kidneybeans
17.0,22.0,17.0,15.16,80.47,7.34,71.88,grapes
58.0,58.0,53.0,35.28,95.67,6.72,150.29,papaya
99.0,78.0,48.0,29.97,80.55,6.37,101.79,banana
109.0,26.0,25.0,26.92,60.77,6.11,226.27,coffee
18.0,11.0,21.0,29.44,53.43,6.65,133.78,mango
24.0,22.0,24.0,20.0,93.03,5.53,100.7,pomegranate
53.0,58.0,48.0,36.9,94.92,6.85,159.71,papaya
33.0,54.0,17.0,27.5,87.92,7.29,104.37,mungbean
24.0,16.0,19.0,17.93,81.13,6.81,68.28,grapes
25.0,17.0,34.0,26.44,96.38,7.4,171.93,coconut
61.0,33.0,54.0,21.43,86.53,5.86,164.92,rice
18.0,145.0,201.0,22.7,91.49,6.38,113.19,apple
22.0,105.0,19.0,22.01,62.91,6.09,43.34,lentil
59.0,79.0,95.0,20.89,17.0,5.99,60.16,chickpea
18.0,50.0,25.0,31.72,56.16,5.26,89.76,mothbeans
93.0,84.0,49.0,29.27,79.26,5.63,182.89,banana
18.0,50.0,22.0,31.31,91.3,6.7,149.17,mungbean
95.0,10.0,53.0,30.86,92.83,6.75,21.77,muskmelon
50.0,93.0,90.0,16.43,20.03,6.81,82.93,chickpea
59.0,75.0,62.0,15.31,17.1,5.77,51.17,chickpea
4.0,140.0,197.0,23.06,91.75,6.27,128.02,apple
27.0,19.0,35.0,25.41,94.73,6.45,197.24,coconut
19.0,65.0,16.0,26.84,15.94,6.33,167.13,pigeonpeas
4.0,128.0,204.0,21.43,91.02,5.87,127.99,apple
91.0,36.0,30.0,26.52,87.07,6.59,265.69,rice
52.0,63.0,50.0,37.63,88.53,6.51,159.96,papaya
105.0,10.0,51.0,29.43,89.47,6.36,20.59,muskmelon
17.0,18.0,24.0,16.0,82.28,5.8,73.99,grapes
21.0,64.0,24.0,30.68,54.1,3.89,86.8,mothbeans
68.0,54.0,52.0,30.77,75.91,7.37,224.37,jute
86.0,47.0,41.0,27.89,86.06,5.86,165.27,rice
83.0,43.0,57.0,26.54,83.42,5.89,206.95,rice
20.0,22.0,9.0,11.11,93.04,6.54,107.83,orange
115.0,28.0,31.0,26.9,68.81,6.76,217.45,coffee
19.0,131.0,199.0,21.14,92.95,6.58,123.21,apple
20.0,17.0,20.0,19.7,83.08,6.77,75.82,grapes
56.0,55.0,51.0,36.7,88.09,6.87,155.34,papaya
21.0,24.0,23.0,11.95,82.74,5.67,83.31,grapes
6.0,131.0,197.0,23.69,93.72,5.66,129.45,apple
21.0,18.0,15.0,19.49,81.38,7.09,70.76,grapes
19.0,12.0,15.0,27.09,56.04,5.1,108.59,mango
17.0,132.0,22.0,18.35,21.34,6.77,139.8,kidneybeans
15.0,25.0,15.0,21.27,81.84,5.52,78.78,grapes
97.0,12.0,45.0,27.11,89.32,6.42,21.55,muskmelon
15.0,94.0,23.0,23.64,69.29,6.11,68.88,lentil
17.0,57.0,20.0,26.25,84.39,6.74,125.12,mungbean
41.0,64.0,16.0,27.72,72.31,6.54,162.41,blackgram
112.0,11.0,51.0,34.79,90.96,6.72,35.59,muskmelon
42.0,88.0,67.0,22.81,18.67,7.12,52.12,chickpea
33.0,44.0,24.0,27.84,82.41,6.65,126.52,mungbean
22.0,20.0,11.0,14.01,95.57,7.41,103.31,orange
23.0,136.0,27.0,20.53,18.94,6.21,135.82,kidneybeans
97.0,8.0,53.0,26.55,91.96,6.1,65.67,watermelon
20.0,22.0,16.0,13.96,97.06,7.45,108.78,orange
25.0,11.0,24.0,30.51,50.14,6.93,115.91,mango
20.0,25.0,15.0,14.25,92.83,6.83,112.31,orange
19.0,15.0,23.0,23.47,96.21,5.76,199.79,pomegranate
12.0,81.0,31.0,20.71,67.61,5.8,55.73,lentil
18.0,19.0,20.0,24.47,54.29,5.32,148.81,mango
85.0,41.0,42.0,28.45,82.78,6.32,224.52,jute
100.0,11.0,51.0,28.57,90.76,6.85,68.95,watermelon
108.0,10.0,49.0,25.17,86.52,6.09,28.39,muskmelon
28.0,56.0,27.0,31.93,48.64,5.92,83.71,mothbeans
99.0,9.0,53.0,25.55,84.85,6.96,51.37,watermelon
113.0,29.0,31.0,25.3,60.68,6.22,218.62,coffee
16.0,82.0,17.0,20.91,65.99,6.34,49.43,lentil
22.0,15.0,12.0,12.4,91.49,6.18,117.41,orange
117.0,42.0,19.0,23.81,77.0,5.91,86.29,cotton
96.0,17.0,51.0,31.99,90.25,6.83,21.16,muskmelon
120.0,54.0,17.0,29.34,75.53,6.48,77.29,cotton
25.0,54.0,16.0,26.36,84.15,7.16,118.91,mungbean
18.0,22.0,23.0,13.05,82.13,7.46,80.68,grapes
17.0,82.0,28.0,25.8,20.27,5.55,175.27,pigeonpeas
16.0,107.0,23.0,22.37,64.76,5.75,71.76,lentil
100.0,27.0,27.0,24.32,58.45,6.66,161.59,coffee
111.0,11.0,51.0,32.16,93.89,6.84,41.29,muskmelon
18.0,21.0,32.0,29.61,94.0,7.13,102.36,coconut
25.0,11.0,15.0,25.74,56.71,6.95,148.94,mango
97.0,27.0,28.0,23.47,60.83,6.59,207.82,coffee
98.0,53.0,34.0,26.95,84.87,6.84,269.98,rice
65.0,59.0,48.0,21.83,86.72,6.43,203.72,rice
97.0,13.0,55.0,28.62,91.62,6.78,66.25,watermelon
33.0,65.0,26.0,25.18,17.88,5.17,177.8,pigeonpeas
20.0,97.0,34.0,19.43,65.99,6.45,71.98,lentil
24.0,18.0,25.0,8.05,80.14,7.15,68.99,grapes
108.0,31.0,34.0,26.57,66.94,6.9,217.51,coffee
23.0,19.0,18.0,13.68,90.12,7.32,102.02,orange
130.0,42.0,23.0,29.55,80.12,5.81,82.5,cotton
22.0,23.0,23.0,20.96,90.05,6.97,169.97,pomegranate
24.0,24.0,15.0,14.5,80.12,7.32,75.37,grapes
17.0,102.0,22.0,15.19,61.01,6.49,61.05,lentil
101.0,25.0,33.0,23.64,65.83,6.08,187.53,coffee
24.0,19.0,12.0,10.02,94.91,6.04,110.08,orange
59.0,64.0,87.0,19.94,17.1,6.58,85.19,chickpea
15.0,25.0,24.0,12.16,81.29,6.26,72.12,grapes
22.0,84.0,87.0,16.14,17.07,6.28,68.45,chickpea
23.0,17.0,13.0,11.75,96.18,6.93,109.52,orange
15.0,25.0,11.0,10.63,92.96,7.11,105.88,orange
88.0,79.0,61.0,29.27,73.11,6.26,118.67,banana
49.0,62.0,26.0,24.76,63.01,6.03,115.47,blackgram
71.0,52.0,60.0,31.98,85.49,6.61,199.44,jute
17.0,20.0,20.0,8.26,80.74,6.26,78.67,grapes
17.0,20.0,9.0,11.59,94.22,7.42,107.82,orange
26.0,18.0,29.0,26.46,94.06,6.03,146.05,coconut
16.0,80.0,15.0,19.61,64.88,5.55,60.91,lentil
52.0,61.0,83.0,24.95,20.85,6.39,53.18,chickpea
102.0,73.0,56.0,27.19,73.78,6.72,140.35,banana
57.0,62.0,49.0,36.53,95.46,7.38,157.13,papaya
114.0,13.0,52.0,24.6,85.81,6.77,61.21,watermelon
97.0,11.0,54.0,27.84,91.54,6.53,40.87,muskmelon
16.0,17.0,19.0,25.65,51.03,4.69,152.59,mango
20.0,19.0,21.0,11.41,80.26,7.38,68.73,grapes
66.0,32.0,42.0,25.75,67.88,6.56,54.2,maize
54.0,59.0,45.0,36.43,96.95,6.97,161.18,papaya
102.0,10.0,47.0,25.12,86.89,6.8,57.07,watermelon
23.0,84.0,18.0,24.84,15.34,5.62,140.27,pigeonpeas
22.0,51.0,27.0,27.53,87.24,7.07,126.94,mungbean
18.0,144.0,200.0,21.31,93.93,6.55,110.64,apple
113.0,11.0,51.0,26.6,86.59,6.97,48.88,watermelon
89.0,39.0,47.0,23.81,86.64,6.91,259.89,rice
23.0,24.0,17.0,19.71,83.45,7.24,80.94,grapes
23.0,20.0,22.0,14.09,82.79,5.62,78.93,grapes
100.0,89.0,50.0,31.12,81.24,6.34,193.13,banana
54.0,87.0,84.0,23.92,15.48,5.63,61.98,chickpea
28.0,73.0,30.0,25.32,16.5,5.82,116.78,pigeonpeas
103.0,13.0,53.0,33.78,86.04,6.38,47.16,muskmelon
96.0,30.0,31.0,24.64,65.35,6.06,235.73,coffee
20.0,112.0,26.0,19.3,18.24,5.91,100.32,kidneybeans
96.0,18.0,52.0,26.62,85.12,6.17,49.34,muskmelon
67.0,57.0,48.0,23.21,84.62,6.92,173.0,rice
12.0,118.0,20.0,19.37,23.01,6.9,109.29,kidneybeans
89.0,39.0,42.0,19.68,69.74,7.23,71.67,maize
33.0,83.0,22.0,25.16,14.29,5.95,126.91,pigeonpeas
49.0,56.0,44.0,36.62,89.28,6.97,142.85,papaya
23.0,19.0,33.0,26.62,94.98,5.28,152.64,coconut
25.0,24.0,24.0,21.96,91.45,7.29,129.15,pomegranate
52.0,58.0,51.0,35.66,88.61,6.87,169.25,papaya
109.0,29.0,32.0,24.02,62.06,6.98,169.53,coffee
23.0,17.0,15.0,21.78,97.76,6.16,111.87,pomegranate
114.0,47.0,22.0,29.56,83.94,5.93,70.14,cotton
18.0,58.0,19.0,29.74,54.77,5.86,80.72,mothbeans
87.0,39.0,45.0,22.87,72.47,7.3,92.17,maize
25.0,15.0,22.0,19.52,88.4,6.31,193.52,pomegranate
25.0,51.0,27.0,26.2,90.08,7.1,155.59,mungbean
101.0,9.0,47.0,27.84,90.73,6.41,45.09,watermelon
93.0,87.0,57.0,26.34,77.81,6.01,139.86,banana
73.0,54.0,30.0,22.67,83.98,6.31,287.98,rice
23.0,83.0,33.0,21.37,14.18,6.72,146.17,pigeonpeas
17.0,19.0,17.0,9.49,84.53,7.5,68.28,grapes
66.0,39.0,41.0,23.65,87.85,5.8,227.14,rice
99.0,35.0,48.0,23.05,89.7,6.76,275.75,rice
23.0,18.0,18.0,24.65,47.11,5.57,126.93,mango
24.0,110.0,15.0,20.89,21.21,6.75,141.07,kidneybeans
92.0,39.0,33.0,25.47,84.4,5.68,224.28,rice
13.0,92.0,32.0,22.24,64.04,5.93,46.02,lentil
25.0,55.0,23.0,28.87,83.15,6.36,152.95,mungbean
70.0,32.0,32.0,26.94,58.84,6.15,72.67,maize
32.0,58.0,28.0,26.72,70.62,6.39,119.2,blackgram
75.0,31.0,31.0,19.35,74.26,6.6,146.58,maize
83.0,45.0,43.0,30.08,76.9,6.2,181.49,jute
36.0,68.0,17.0,29.24,64.25,5.0,109.52,blackgram
25.0,25.0,28.0,25.46,90.62,6.2,177.7,coconut
87.0,85.0,54.0,27.08,76.56,5.14,179.87,banana
95.0,81.0,63.0,28.24,74.79,5.46,187.43,banana
86.0,48.0,58.0,29.83,72.08,7.25,218.22,jute
104.0,27.0,30.0,26.32,62.46,6.67,156.64,coffee
56.0,63.0,50.0,35.33,96.68,7.38,157.22,papaya
26.0,24.0,34.0,28.77,96.02,5.47,95.53,coconut
98.0,14.0,47.0,24.23,82.36,6.83,57.74,watermelon
50.0,60.0,44.0,33.23,92.68,6.75,129.77,papaya
8.0,138.0,201.0,22.15,93.07,6.72,100.79,apple
100.0,13.0,46.0,24.21,86.69,6.4,44.11,watermelon
16.0,19.0,17.0,28.9,56.86,6.71,176.09,mango
18.0,100.0,21.0,19.81,66.17,6.31,38.93,lentil
80.0,84.0,52.0,30.51,75.39,6.64,113.07,banana
26.0,86.0,19.0,24.38,18.57,5.37,104.77,pigeonpeas
22.0,17.0,10.0,10.05,93.77,6.64,104.68,orange
25.0,23.0,24.0,22.89,92.59,6.0,137.03,pomegranate
64.0,55.0,34.0,23.18,87.97,5.72,184.39,rice
18.0,128.0,204.0,21.99,91.84,5.56,109.81,apple
20.0,19.0,11.0,10.11,92.88,7.33,113.81,orange
50.0,61.0,18.0,25.93,74.04,6.3,127.36,blackgram
26.0,22.0,37.0,25.17,93.58,7.04,86.9,coconut
65.0,44.0,34.0,23.36,56.93,6.4,125.62,maize
90.0,48.0,59.0,23.0,82.86,6.8,183.54,rice
113.0,55.0,18.0,27.12,84.93,7.74,92.18,cotton
96.0,13.0,54.0,26.17,91.32,6.63,68.02,watermelon
109.0,16.0,49.0,30.64,87.28,6.62,20.42,muskmelon
16.0,128.0,20.0,18.76,19.11,6.01,121.5,kidneybeans
66.0,51.0,50.0,20.22,82.22,5.85,250.78,rice
105.0,14.0,48.0,25.72,94.44,6.77,49.36,muskmelon
22.0,90.0,18.0,23.58,63.09,6.82,55.49,lentil
112.0,25.0,35.0,26.89,66.52,6.08,173.26,coffee
109.0,18.0,49.0,27.75,91.63,6.83,53.91,watermelon
22.0,24.0,32.0,29.93,90.45,7.15,147.63,coconut
48.0,59.0,52.0,36.77,92.65,7.07,131.49,papaya
102.0,12.0,49.0,28.96,86.52,6.52,69.47,watermelon
11.0,127.0,21.0,21.59,23.33,5.99,145.05,kidneybeans
22.0,18.0,16.0,26.01,55.95,6.29,147.56,mango
126.0,43.0,18.0,24.57,79.52,7.75,80.71,cotton
53.0,59.0,47.0,35.52,91.3,7.25,168.71,papaya
52.0,62.0,47.0,36.14,94.93,7.05,151.98,papaya
23.0,14.0,25.0,27.48,48.5,5.66,151.11,mango
22.0,24.0,8.0,14.27,94.17,6.93,101.83,orange
34.0,55.0,19.0,29.14,89.21,7.42,188.16,mungbean
86.0,71.0,56.0,30.3,73.11,6.68,155.55,banana
31.0,55.0,18.0,31.46,87.93,6.69,150.19,mungbean
24.0,43.0,19.0,28.56,83.47,7.0,156.57,mungbean
23.0,56.0,23.0,25.37,48.98,4.62,79.67,mothbeans
25.0,103.0,32.0,21.51,68.56,5.72,45.65,lentil
18.0,17.0,14.0,14.5,92.46,6.28,116.77,orange
36.0,63.0,74.0,16.11,20.47,7.11,53.62,chickpea
107.0,8.0,54.0,31.86,85.34,6.82,27.01,muskmelon
70.0,33.0,57.0,27.2,86.33,6.01,202.38,rice
23.0,128.0,15.0,18.87,21.97,6.23,100.27,kidneybeans
16.0,107.0,23.0,21.21,20.35,6.63,106.27,kidneybeans
25.0,86.0,20.0,23.38,17.43,5.15,108.49,pigeonpeas
92.0,38.0,35.0,26.0,88.07,6.99,211.89,rice
18.0,71.0,34.0,26.16,21.26,6.98,116.67,pigeonpeas
46.0,66.0,78.0,21.15,14.67,7.0,90.18,chickpea
129.0,43.0,16.0,29.39,81.69,6.76,94.4,cotton
13.0,100.0,27.0,21.44,60.88,7.29,47.52,lentil
120.0,55.0,23.0,24.92,77.64,6.54,110.6,cotton
18.0,71.0,19.0,22.71,14.41,5.8,140.94,pigeonpeas
112.0,16.0,51.0,26.2,85.04,6.01,65.01,watermelon
14.0,96.0,24.0,15.12,65.57,6.82,56.64,lentil
25.0,50.0,19.0,28.18,86.71,7.12,194.06,mungbean
45.0,95.0,89.0,16.21,21.22,5.61,76.7,chickpea
70.0,41.0,53.0,20.12,81.16,5.57,156.11,rice
90.0,45.0,37.0,27.2,83.84,6.32,285.97,rice
6.0,133.0,199.0,21.22,92.49,6.24,117.65,apple
39.0,68.0,24.0,25.51,67.62,6.32,160.8,blackgram
9.0,126.0,205.0,21.67,92.36,5.59,115.66,apple
11.0,130.0,196.0,23.19,91.5,6.18,103.83,apple
44.0,56.0,32.0,27.59,69.55,5.55,150.78,blackgram
51.0,63.0,49.0,36.55,93.72,7.45,135.35,papaya
19.0,143.0,204.0,21.53,91.32,5.61,123.35,apple
24.0,20.0,18.0,10.91,84.0,6.75,74.36,grapes
16.0,19.0,22.0,26.64,50.91,6.35,144.13,mango
45.0,66.0,32.0,24.27,65.5,5.59,133.55,blackgram
103.0,14.0,53.0,28.18,91.96,6.01,50.65,watermelon
74.0,53.0,54.0,24.47,78.37,6.88,156.6,jute
20.0,102.0,16.0,20.2,20.63,6.76,108.03,kidneybeans
11.0,141.0,201.0,21.8,93.34,6.04,116.35,apple
24.0,24.0,19.0,19.3,91.74,6.17,117.62,pomegranate
118.0,54.0,15.0,28.36,80.72,6.74,104.64,cotton
27.0,96.0,31.0,24.08,19.84,5.73,151.28,pigeonpeas
18.0,23.0,23.0,19.94,96.39,5.71,183.77,pomegranate
49.0,55.0,47.0,36.11,89.01,6.81,145.89,papaya
92.0,54.0,33.0,23.96,80.58,6.32,216.23,rice
83.0,59.0,45.0,29.62,88.57,7.03,218.11,jute
25.0,70.0,35.0,21.75,14.59,6.33,147.63,pigeonpeas
65.0,57.0,48.0,25.43,87.89,6.25,163.04,rice
24.0,94.0,32.0,24.97,14.84,6.68,153.68,pigeonpeas
24.0,22.0,17.0,10.66,84.63,5.56,74.25,grapes
62.0,38.0,47.0,21.84,66.44,6.68,68.45,maize
20.0,19.0,20.0,25.91,55.51,5.89,108.62,mango
40.0,85.0,97.0,15.19,17.81,6.67,86.14,chickpea
20.0,62.0,28.0,26.8,47.83,6.04,65.58,mothbeans
22.0,21.0,21.0,20.03,80.51,6.19,75.77,grapes
108.0,12.0,48.0,27.46,91.34,6.03,63.08,watermelon
24.0,23.0,36.0,25.96,95.2,5.6,147.92,coconut
19.0,51.0,21.0,31.99,47.55,5.52,54.13,mothbeans
96.0,12.0,51.0,26.47,92.65,6.74,51.62,muskmelon
125.0,47.0,23.0,29.92,75.72,5.9,68.98,cotton
65.0,46.0,53.0,21.73,86.23,5.63,157.75,rice
106.0,17.0,46.0,30.27,90.39,6.86,23.42,muskmelon
90.0,47.0,39.0,23.16,64.78,6.83,63.97,maize
18.0,25.0,16.0,22.26,93.32,6.46,122.35,pomegranate
115.0,8.0,50.0,30.74,94.14,6.51,39.03,muskmelon
63.0,47.0,59.0,24.18,86.29,6.54,218.18,rice
15.0,17.0,21.0,17.85,81.01,6.84,68.65,grapes
120.0,46.0,17.0,26.29,81.91,7.56,89.6,cotton
109.0,18.0,49.0,29.28,93.43,6.81,45.59,muskmelon
90.0,32.0,48.0,21.96,83.89,5.93,203.35,rice
27.0,58.0,25.0,25.03,53.5,6.94,95.59,mothbeans
108.0,16.0,51.0,29.66,91.37,6.3,26.39,muskmelon
106.0,10.0,45.0,29.23,86.37,6.16,22.69,muskmelon
22.0,53.0,28.0,31.15,50.36,5.65,96.35,mothbeans
19.0,105.0,35.0,18.86,18.4,6.39,136.94,kidneybeans
18.0,50.0,26.0,31.07,88.26,7.07,112.63,mungbean
23.0,18.0,36.0,25.93,92.32,5.55,159.28,coconut
96.0,33.0,48.0,26.72,55.58,7.15,62.89,maize
80.0,34.0,37.0,22.14,71.55,6.97,126.93,maize
16.0,99.0,30.0,17.1,68.85,6.73,49.29,lentil
96.0,15.0,49.0,27.88,85.56,6.67,61.88,watermelon
23.0,78.0,89.0,21.07,19.38,5.64,97.57,chickpea
18.0,23.0,12.0,12.4,97.73,6.36,114.43,orange
16.0,21.0,18.0,18.96,93.45,6.56,107.59,pomegranate
112.0,13.0,52.0,26.93,91.88,6.27,49.12,muskmelon
18.0,102.0,18.0,17.52,67.32,5.83,45.81,lentil
98.0,25.0,30.0,24.17,59.52,6.25,215.02,coffee
112.0,16.0,46.0,33.9,89.72,6.74,24.9,muskmelon
23.0,81.0,67.0,24.71,14.91,6.19,86.89,chickpea
104.0,17.0,50.0,31.83,90.88,6.84,29.96,muskmelon
22.0,135.0,21.0,19.87,21.72,6.12,121.37,kidneybeans
54.0,56.0,44.0,37.42,95.57,6.85,155.9,papaya
66.0,44.0,49.0,31.29,70.2,7.17,155.75,jute
21.0,22.0,16.0,13.6,95.6,7.44,111.93,orange
21.0,16.0,17.0,11.99,81.41,6.85,65.37,grapes
29.0,64.0,20.0,28.57,56.1,3.52,90.53,mothbeans
46.0,99.0,94.0,15.24,21.19,6.83,89.02,chickpea
97.0,33.0,47.0,25.82,69.17,5.57,80.31,maize
107.0,52.0,21.0,24.65,83.95,5.9,72.11,cotton
99.0,15.0,53.0,29.04,84.92,6.93,56.59,watermelon
95.0,46.0,34.0,23.06,71.81,6.97,104.22,maize
17.0,56.0,28.0,28.66,54.18,4.8,54.62,mothbeans
109.0,10.0,51.0,27.58,88.33,6.44,38.52,muskmelon
58.0,72.0,64.0,20.99,18.99,6.6,63.37,chickpea
24.0,74.0,30.0,23.59,16.57,6.19,179.66,pigeonpeas
56.0,38.0,40.0,18.19,60.2,7.02,63.71,maize
101.0,11.0,48.0,32.48,90.57,6.88,30.76,muskmelon
92.0,89.0,59.0,25.29,81.07,5.97,146.03,banana
110.0,15.0,47.0,25.51,91.83,6.25,37.49,muskmelon
113.0,16.0,49.0,25.1,91.41,6.53,65.57,watermelon
126.0,45.0,16.0,23.52,77.52,6.19,106.46,cotton
28.0,24.0,31.0,26.63,92.97,6.18,87.54,coconut
80.0,41.0,49.0,31.3,85.83,6.46,242.48,jute
50.0,90.0,81.0,15.68,16.97,7.07,79.22,chickpea
23.0,16.0,16.0,20.57,88.99,6.74,114.37,pomegranate
26.0,87.0,19.0,21.48,14.33,5.64,144.78,pigeonpeas
55.0,56.0,52.0,33.93,90.03,7.16,148.44,papaya
121.0,42.0,24.0,28.8,81.52,6.81,115.98,cotton
107.0,18.0,49.0,26.75,85.25,6.18,44.29,watermelon
24.0,24.0,20.0,12.28,82.3,5.87,77.73,grapes
26.0,25.0,31.0,25.82,94.02,6.48,96.87,coconut
35.0,70.0,16.0,24.76,60.1,5.38,105.17,blackgram
94.0,58.0,34.0,27.41,84.92,5.89,218.87,rice
49.0,62.0,46.0,34.3,96.61,7.28,164.35,papaya
22.0,22.0,25.0,19.56,88.18,6.59,170.68,pomegranate
19.0,18.0,18.0,10.96,81.33,5.69,71.94,grapes
18.0,16.0,20.0,25.75,48.64,5.09,135.23,mango
96.0,9.0,52.0,26.92,89.9,6.92,51.65,watermelon
25.0,132.0,25.0,18.56,22.03,6.43,137.11,kidneybeans
14.0,127.0,19.0,18.87,23.24,5.87,113.16,kidneybeans
37.0,61.0,79.0,21.62,14.95,5.99,69.89,chickpea
40.0,76.0,81.0,20.95,14.08,6.29,98.17,chickpea
51.0,64.0,52.0,36.99,96.84,7.31,125.51,papaya
97.0,15.0,45.0,31.18,86.41,6.95,52.66,muskmelon
99.0,90.0,54.0,30.72,77.08,5.99,193.04,banana
72.0,49.0,54.0,29.3,77.65,6.62,184.8,jute
33.0,94.0,33.0,21.39,16.27,5.58,130.16,pigeonpeas
10.0,104.0,19.0,21.06,63.37,6.67,44.2,lentil
63.0,51.0,32.0,26.57,87.06,5.62,162.73,rice
22.0,63.0,29.0,24.7,56.36,6.39,89.57,mothbeans
62.0,55.0,43.0,28.98,76.49,6.69,171.57,jute
26.0,24.0,32.0,25.24,91.51,5.2,98.59,coconut
24.0,81.0,25.0,20.84,69.2,5.6,55.81,lentil
